name	allegiance	culture	spouse	father	mother	books	show	predecessor	successor	born	died	title	url
Mela	['http://awoiaf.westeros.org/index.php/House_Arryn']	['Valemen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Mela
Melantha Blackwood	['http://awoiaf.westeros.org/index.php/House_Blackwood', 'http://awoiaf.westeros.org/index.php/House_Stark']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Willam_Stark', 'http://awoiaf.westeros.org/index.php/Melantha_Blackwood']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'Inor before 214AC[1]']	[]	[['Lady of Winterfell']]	http://awoiaf.westeros.org/index.php/Melantha_Blackwood
Melaquin	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Targaryen']					['http://awoiaf.westeros.org/index.php/The_Mystery_Knight']				[]	[]	[['Maester at Summerhall']]	http://awoiaf.westeros.org/index.php/Melaquin
Melara Crane	['http://awoiaf.westeros.org/index.php/House_Crane', 'http://awoiaf.westeros.org/index.php/House_Florent']		['http://awoiaf.westeros.org/index.php/Alester_Florent']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Lady of Brightwater Keep']]	http://awoiaf.westeros.org/index.php/Melara_Crane
Melara Hetherspoon	['http://awoiaf.westeros.org/index.php/House_Hetherspoon']	['Westermen']		['http://awoiaf.westeros.org/index.php/Tybolt_Hetherspoon']		['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_5']			[b'In264AC or 265AC[1]']	[b'In276AC[1],Lannisport or Casterly Rock']	[]	http://awoiaf.westeros.org/index.php/Melara_Hetherspoon
Meldred Merlyn	['http://awoiaf.westeros.org/index.php/House_Merlyn']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lord of Pebbleton[3][4]']]	http://awoiaf.westeros.org/index.php/Meldred_Merlyn
Melesa Crakehall	['http://awoiaf.westeros.org/index.php/House_Crakehall', 'http://awoiaf.westeros.org/index.php/House_Frey_of_Riverrun']	['Westermen']	['http://awoiaf.westeros.org/index.php/Lyonel_Frey']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Melesa_Crakehall
Melessa Florent	['http://awoiaf.westeros.org/index.php/House_Florent', 'http://awoiaf.westeros.org/index.php/House_Tarly']	['Reach']	['http://awoiaf.westeros.org/index.php/Randyll_Tarly']	['http://awoiaf.westeros.org/index.php/Alester_Florent']	['http://awoiaf.westeros.org/index.php/Melara_Crane']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6']			[b'In~235271AC[2]']	[]	[['Lady of Horn Hill']]	http://awoiaf.westeros.org/index.php/Melessa_Florent
Meliana		['Northmen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Meliana
Melicent						['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Septa']]	http://awoiaf.westeros.org/index.php/Melicent
Melisandre	['http://awoiaf.westeros.org/index.php/R%27hllor']	['Asshai']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_3', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_4', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_5', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_7', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_8']			[]	[]	[]	http://awoiaf.westeros.org/index.php/Melisandre
Melissa Blackwood	['http://awoiaf.westeros.org/index.php/House_Blackwood']	['Rivermen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/The_Sworn_Sword', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In156161AC[3]']	[]	[['Lady[1]']]	http://awoiaf.westeros.org/index.php/Melissa_Blackwood
Mellara Rivers	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Walder_Frey']		['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Mellara_Rivers
Mellario	['http://awoiaf.westeros.org/index.php/House_Martell']	['Norvoshi[3]']	['http://awoiaf.westeros.org/index.php/Doran_Martell', 'http://awoiaf.westeros.org/index.php/Mellario']			['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Inor between 248AC and 264AC[4],Norvos[3]']	[]	[['Lady[1]', 'Princess Consort of Dorne (formerly)[2]']]	http://awoiaf.westeros.org/index.php/Mellario
Mellei	['http://awoiaf.westeros.org/index.php/House_Martell']	['Dornishmen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Mellei
Mellos	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Targaryen']	['Westerosi']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Rogue_Prince']	['http://awoiaf.westeros.org/index.php/House_of_the_Dragon', 'http://awoiaf.westeros.org/index.php/House_of_the_Dragon_-_Season_1']			[]	"[b""In127AC,King's Landing[1]""]"	[['Grand Maester']]	http://awoiaf.westeros.org/index.php/Mellos
Melly	['http://awoiaf.westeros.org/index.php/Brotherhood_without_banners']	['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Melly
Melony Piper	['http://awoiaf.westeros.org/index.php/House_Piper']	['Rivermen']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In43AC,the Gods Eye']	[]	http://awoiaf.westeros.org/index.php/Melony_Piper
Melwyn Sarsfield	['http://awoiaf.westeros.org/index.php/House_Sarsfield']	['Westermen']	['http://awoiaf.westeros.org/index.php/Shierle_Swyft']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Melwyn_Sarsfield
Melwys Rivers	['http://awoiaf.westeros.org/index.php/House_Frey', 'http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Rosby']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Walder_Frey']		['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Maester at Rosby']]	http://awoiaf.westeros.org/index.php/Melwys_Rivers
Mengo		['Dothraki']			['http://awoiaf.westeros.org/index.php/Doshi']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Khal']]	http://awoiaf.westeros.org/index.php/Mengo
Mengo Quen										[]	[]	[]	http://awoiaf.westeros.org/index.php/Mengo_Quen
Meralyn	['http://awoiaf.westeros.org/index.php/Happy_Port']	['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Meralyn
Meredyth Crane	['http://awoiaf.westeros.org/index.php/House_Crane']	['Reach']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Red Lake[5]']	[]	[]	http://awoiaf.westeros.org/index.php/Meredyth_Crane
Meredyth Darklyn	['http://awoiaf.westeros.org/index.php/House_Darklyn', 'http://awoiaf.westeros.org/index.php/Blacks']	['Crownlands']	['http://awoiaf.westeros.org/index.php/Gunthor_Darklyn']			['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[]	[]	[['Lady of Duskendale[1]']]	http://awoiaf.westeros.org/index.php/Meredyth_Darklyn
Meria Martell									['http://awoiaf.westeros.org/index.php/Nymor_Martell']	[b'In82BC or 81BC[1]']	[b'In13AC[2]']	[]	http://awoiaf.westeros.org/index.php/Meria_Martell
Merianne Frey	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Whalen_Frey']	['http://awoiaf.westeros.org/index.php/Sylwa_Paege']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In288AC[3]']	[]	[]	http://awoiaf.westeros.org/index.php/Merianne_Frey
Meribald	['http://awoiaf.westeros.org/index.php/Faith_of_the_Seven']	['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6']			[b'In247AC or 248AC[1],the riverlands']	[]	[['Septon']]	http://awoiaf.westeros.org/index.php/Meribald
Merion	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In192AC or 193AC[1]']	[b'In259AC[1],the Roseroad']	[['Grand Maester']]	http://awoiaf.westeros.org/index.php/Merion
Meris	['http://awoiaf.westeros.org/index.php/Windblown']	['Westeros']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Meris
Merle I Gardener				['http://awoiaf.westeros.org/index.php/Garth_IX_Gardener']				['http://awoiaf.westeros.org/index.php/Garth_IX_Gardener']	['http://awoiaf.westeros.org/index.php/Gwayne_V_Gardener']	[]	[]	[]	http://awoiaf.westeros.org/index.php/Merle_I_Gardener
Merling Queen		['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Merling_Queen
Merlon Crakehall	['http://awoiaf.westeros.org/index.php/House_Crakehall']	['Westermen']		['http://awoiaf.westeros.org/index.php/Roland_Crakehall_(lord)']		['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Merlon_Crakehall
Mern II Gardener										[]	[]	[]	http://awoiaf.westeros.org/index.php/Mern_II_Gardener
Mern III Gardener										[]	[]	[]	http://awoiaf.westeros.org/index.php/Mern_III_Gardener
Mern VI Gardener								['http://awoiaf.westeros.org/index.php/Garth_X_Gardener']	['http://awoiaf.westeros.org/index.php/Garth_XI_Gardener']	[]	[]	[]	http://awoiaf.westeros.org/index.php/Mern_VI_Gardener
Mern IX Gardener									[]	[]	[b'In2BC[1],atthe Field of Fire[1]']	[]	http://awoiaf.westeros.org/index.php/Mern_IX_Gardener
Mero	['http://awoiaf.westeros.org/index.php/Second_Sons']	['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_3']			[]	[b'In299AC,Meereen']	[['Commander of the Second Sons[2]']]	http://awoiaf.westeros.org/index.php/Mero
Merrel	['http://awoiaf.westeros.org/index.php/House_Baratheon_of_Dragonstone', 'http://awoiaf.westeros.org/index.php/Queen%27s_men']					['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Merrel
Merrell the Bold	['http://awoiaf.westeros.org/index.php/Blacks']					['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In130AC,Tumbleton']	[['Ser']]	http://awoiaf.westeros.org/index.php/Merrell_the_Bold
Merrell Bullock	['http://awoiaf.westeros.org/index.php/House_Bullock', 'http://awoiaf.westeros.org/index.php/House_Targaryen', 'http://awoiaf.westeros.org/index.php/Merrell_Bullock']	['Crownlands']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'Inor before 21AC[2]']	[]	[['Ser[1]', 'Commander of the garrison at Dragonstone[1]']]	http://awoiaf.westeros.org/index.php/Merrell_Bullock
Merrell Florent	['http://awoiaf.westeros.org/index.php/House_Florent']	['Reach']		['http://awoiaf.westeros.org/index.php/Colin_Florent']		['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Merrell_Florent
Merrett Frey	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Mariya_Darry']	['http://awoiaf.westeros.org/index.php/Walder_Frey']	['http://awoiaf.westeros.org/index.php/Amarei_Crakehall']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In262AC[1]']	[b'In300AC (aged 37),near Oldstones[2]']	[]	http://awoiaf.westeros.org/index.php/Merrett_Frey
Merriman		['Riverlands']	['http://awoiaf.westeros.org/index.php/Merriman%27s_widow']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In299AC or before']	[]	http://awoiaf.westeros.org/index.php/Merriman
Merriman		['Riverlands']	['http://awoiaf.westeros.org/index.php/Merriman']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In298AC or 299AC']	[]	http://awoiaf.westeros.org/index.php/Merriman%27s_widow
Merrit o' Moontown	['http://awoiaf.westeros.org/index.php/Brotherhood_without_banners']					['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Merrit
Lady Merryweather	['http://awoiaf.westeros.org/index.php/House_Merryweather', 'http://awoiaf.westeros.org/index.php/Blacks']	['Reach']	['http://awoiaf.westeros.org/index.php/Lord_Merryweather']			['http://awoiaf.westeros.org/index.php/Fire_and_Blood']				[]	[b'In130136AC']	[['Lady of Longtable']]	http://awoiaf.westeros.org/index.php/Lady_Merryweather
Lord Merryweather	['http://awoiaf.westeros.org/index.php/House_Merryweather', 'http://awoiaf.westeros.org/index.php/Blacks']	['Reach']	['http://awoiaf.westeros.org/index.php/Lady_Merryweather']			['http://awoiaf.westeros.org/index.php/Fire_and_Blood']	['http://awoiaf.westeros.org/index.php/House_of_the_Dragon', 'http://awoiaf.westeros.org/index.php/House_of_the_Dragon_-_Season_1']			[]	"[b""In129AC,the Red Keep, King's Landing[1]""]"	[['Lord of Longtable']]	http://awoiaf.westeros.org/index.php/Lord_Merryweather
Mervyn Flowers	['http://awoiaf.westeros.org/index.php/House_Peake', 'http://awoiaf.westeros.org/index.php/Kingsguard']	['Reach']		['http://awoiaf.westeros.org/index.php/Lord_Peake_(father_of_Unwin)']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_and_Blood']				[b'the Reach']	"[b""In135AC[1],King's Landing[1]""]"	[['Ser']]	http://awoiaf.westeros.org/index.php/Mervyn_Flowers
Meryn Trant	['http://awoiaf.westeros.org/index.php/House_Trant', 'http://awoiaf.westeros.org/index.php/Kingsguard']	['Stormlander']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_3', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_4', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_5']			[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Meryn_Trant
Meryn III Gardener										[]	[]	[]	http://awoiaf.westeros.org/index.php/Meryn_III_Gardener
Meryn Peake	['http://awoiaf.westeros.org/index.php/House_Peake']	['Reach']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Lord of Starpike']]	http://awoiaf.westeros.org/index.php/Meryn_Peake
Methyso		['Volantene']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Methyso
Mezzara Merreq	['http://awoiaf.westeros.org/index.php/House_of_Merreq']	['Ghiscari']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Meereen']	[]	[['Cupbearer']]	http://awoiaf.westeros.org/index.php/Mezzara_Merreq
Michael Mertyns	['http://awoiaf.westeros.org/index.php/House_Mertyns', 'http://awoiaf.westeros.org/index.php/Kingsguard']	['Stormlander']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Michael_Mertyns
Michael Miller		['Westeros']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Michael_Miller
Michael Crowell		['Westeros']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Michael_Crowell
Michael Manwoody	['http://awoiaf.westeros.org/index.php/House_Manwoody', 'http://awoiaf.westeros.org/index.php/House_Martell', 'http://awoiaf.westeros.org/index.php/House_Targaryen']	['Dornishmen']	['http://awoiaf.westeros.org/index.php/Elaena_Targaryen']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Michael_Manwoody
Mikken	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1']			[]	[b'In299AC,Winterfell']	[]	http://awoiaf.westeros.org/index.php/Mikken
